,id,resolution,release_year,interaction_type,-log(kd/ki),binding_type,binding_affinity
14453,5cu2,1.71,2016,protein-ligand,,kd,9.755067547417855
14454,2ndf,,2016,protein-ligand,,kd,9.72953424541269
14455,5l3g,3.1,2016,protein-ligand,,kd,14.336386517583765
14456,5e2m,1.41,2016,protein-ligand,,kd,16.64572839304069
14457,5fnr,1.89,2016,protein-ligand,4.23,kd,9.737973114058555
14458,4ztr,2.85,2016,protein-ligand,,kd,19.11382792451231
14459,5e80,2.6,2016,protein-ligand,,kd,19.11382792451231
14460,4z0e,1.9,2016,protein-ligand,,kd,12.206072645530174
14461,4z0d,2.1,2016,protein-ligand,,kd,12.206072645530174
14462,5eyr,1.57,2016,protein-ligand,5.3,kd,12.206072645530174
14463,5dkr,1.74,2016,protein-ligand,,kd,12.02375108873622
14464,5hhx,3.0,2016,protein-ligand,,kd,18.905189059400982
14465,5h8e,2.15,2016,protein-ligand,11.2,kd,18.877965600790326
14466,5emb,0.85,2016,protein-ligand,,kd,11.974960924566787
14467,5g1p,3.19,2016,protein-ligand,,kd,11.974960924566787
14468,5eqq,1.65,2016,protein-ligand,,kd,18.821158310549492
14469,4y3j,1.31,2016,protein-ligand,2.17,kd,4.990832666800076
14470,5fdz,2.4,2016,protein-ligand,,kd,11.898587945782213
14471,5svi,1.61,2016,protein-ligand,,kd,11.898587945782213
14472,5cw8,2.6,2016,protein-ligand,,kd,16.62892127472431
14473,5dyo,2.36,2016,protein-ligand,10.21,kd,16.6123919727731
14474,5en3,1.25,2016,protein-ligand,6.21,kd,14.293546358907275
14475,5i80,1.45,2016,protein-ligand,7.21,kd,16.596131451901318
14476,5ljj,3.0,2016,protein-ligand,,kd,16.596131451901318
14477,5cs6,1.88,2016,protein-ligand,3.2,kd,7.369790738578696
14478,5flp,1.71,2016,protein-ligand,,kd,7.368204695423061
14479,2nd0,,2016,protein-ligand,,kd,7.361885559071583
14480,5ha1,1.35,2016,protein-ligand,7.19,kd,16.56282147301979
14481,5l2t,2.37,2016,protein-ligand,,kd,14.246293474056728
14482,5l3e,2.8,2016,protein-ligand,,kd,14.23102600192594
14483,5fox,1.3,2016,protein-ligand,3.17,kd,7.300797867091744
14484,5f41,2.0,2016,protein-ligand,,kd,9.610817938573309
14485,5epp,1.88,2016,protein-ligand,,kd,9.582854379944662
14486,5ito,2.35,2016,protein-ligand,4.16,kd,9.582854379944662
14487,5fot,1.19,2016,protein-ligand,3.17,kd,7.293417759794122
14488,5bw4,2.1,2016,protein-ligand,4.17,kd,9.596002852788168
14489,5fe6,1.77,2016,protein-ligand,2.16,kd,4.974785641202558
14490,5jqb,2.68,2016,protein-ligand,,kd,5.115995809754082
14491,5csx,2.51,2016,protein-ligand,,kd,18.931506367718356
14492,5k8s,1.15,2016,protein-ligand,8.22,kd,18.931506367718356
14493,5brz,2.62,2016,protein-ligand,,kd,18.763171052899143
14494,5kva,1.83,2016,protein-ligand,5.14,kd,11.824900229991053
14495,4ud7,1.6,2016,protein-ligand,,kd,18.721785836736288
14496,5d3p,1.95,2016,protein-ligand,5.13,kd,11.81403055775415
14497,5hda,2.39,2016,protein-ligand,,kd,11.81403055775415
14498,5f74,2.35,2016,protein-ligand,5.12,kd,11.78736231067199
14499,5lbq,3.3,2016,protein-ligand,,kd,11.763954219773973
14500,5d3h,1.7,2016,protein-ligand,5.1,kd,11.748647798491298
14501,5e5g,1.95,2016,protein-ligand,,kd,7.264430222920869
14502,5fnf,2.1,2016,protein-ligand,3.15,kd,7.264430222920869
14503,5flo,1.66,2016,protein-ligand,3.15,kd,7.251655031432146
14504,5fpi,2.77,2016,protein-ligand,,kd,9.53884443894822
14505,5ehr,1.7,2016,protein-ligand,7.14,kd,16.43280639579802
14506,5lvq,2.05,2016,protein-ligand,4.14,kd,9.525051116815883
14507,5lom,1.5,2016,protein-ligand,7.13,kd,16.41785030464437
14508,5hpm,2.67,2016,protein-ligand,,kd,16.41920074374224
14509,5ey4,1.86,2016,protein-ligand,3.12,kd,7.195437351433918
14510,5bs0,2.4,2016,protein-ligand,,kd,16.383364128573202
14511,5eb2,2.71,2016,protein-ligand,,kd,2.565249402470539
14512,5e6o,1.8,2016,protein-ligand,4.11,kd,9.473004681452675
14513,5gid,2.15,2016,protein-ligand,,kd,14.077914823231787
14514,5dnu,1.2,2016,protein-ligand,4.11,kd,9.463943130775101
14515,5fnc,2.2,2016,protein-ligand,4.11,kd,9.47170513611059
14516,5kat,2.1,2016,protein-ligand,4.1,kd,9.449867402540917
14517,5f1x,1.9,2016,protein-ligand,6.11,kd,14.063971917262773
14518,5l9l,1.8,2016,protein-ligand,7.1,kd,16.34876746869332
14519,5hv1,3.1,2016,protein-ligand,,kd,9.441012189711184
14520,5eh8,1.38,2016,protein-ligand,3.1,kd,7.14221259019662
14521,5hkh,2.55,2016,protein-ligand,,kd,11.72364649628588
14522,5h5s,1.85,2016,protein-ligand,,kd,11.711376403694066
14523,5j32,1.93,2016,protein-ligand,,kd,11.699255043161722
14524,5hwv,1.65,2016,protein-ligand,5.07,kd,11.675444394468004
14525,5luu,1.61,2016,protein-ligand,,kd,11.660266052868938
14526,5ehv,1.21,2016,protein-ligand,3.08,kd,7.098915784443296
14527,5dd0,2.49,2016,protein-ligand,,kd,16.296026859450983
14528,5e2v,1.64,2016,protein-ligand,,kd,14.000636042090964
14529,5l2s,2.27,2016,protein-ligand,7.08,kd,16.304425229149814
14530,5icy,2.5,2016,protein-ligand,,kd,11.652187532303737
14531,5h9s,1.82,2016,protein-ligand,,kd,9.34960243930969
14532,5i3x,1.85,2016,protein-ligand,8.1,kd,18.643824295266576
14533,4z7o,2.85,2016,protein-ligand,,kd,11.614958190535381
14534,5kq5,3.41,2016,protein-ligand,,kd,18.526041259610192
14535,5t3n,2.4,2016,protein-ligand,,kd,18.514991423423606
14536,5f25,1.68,2016,protein-ligand,5.04,kd,11.60723614444147
14537,5d3n,2.15,2016,protein-ligand,5.04,kd,11.59630707390928
14538,5huy,1.98,2016,protein-ligand,,kd,11.574800868688316
14539,5ff6,2.5,2016,protein-ligand,,kd,11.564218759357779
14540,5iok,2.22,2016,protein-ligand,,kd,11.564218759357779
14541,5du6,2.61,2016,protein-ligand,,kd,11.553747459490484
14542,5fom,2.1,2016,protein-ligand,,kd,11.533128172287748
14543,4ue1,1.45,2016,protein-ligand,,kd,18.430731079805867
14544,4xoe,2.4,2016,protein-ligand,5.0,kd,11.52297580082373
14545,5itp,1.85,2016,protein-ligand,5.0,kd,11.52297580082373
14546,5fls,1.67,2016,protein-ligand,3.04,kd,7.007575614264348
14547,4zsh,1.8,2016,protein-ligand,,kd,16.223456166616145
14548,5lli,2.4,2016,protein-ligand,7.05,kd,16.223456166616145
14549,4yxo,1.06,2016,protein-ligand,,kd,16.208020358486305
14550,5epr,1.65,2016,protein-ligand,,kd,9.304651051447424
14551,5e2l,2.5,2016,protein-ligand,4.03,kd,9.282911064811017
14552,5fow,1.8,2016,protein-ligand,,kd,9.282911064811017
14553,5e3d,1.71,2016,protein-ligand,,kd,9.261633666363734
14554,5glu,2.1,2016,protein-ligand,,kd,9.251162366496438
14555,5jan,2.12,2016,protein-ligand,,kd,6.927957986299656
14556,5l9i,1.9,2016,protein-ligand,7.0,kd,16.12814598681182
14557,5cxa,1.3,2016,protein-ligand,8.05,kd,18.526041259610192
14558,5i9z,1.7,2016,protein-ligand,8.05,kd,18.526041259610192
14559,5ld8,2.13,2016,protein-ligand,8.05,kd,18.526041259610192
14560,2n9e,,2016,protein-ligand,,kd,11.618285980628055
14561,5i3a,2.2,2016,protein-ligand,5.05,kd,11.618285980628055
14562,4y4g,1.44,2016,protein-ligand,,kd,4.605170185988091
14563,5c87,1.55,2016,protein-ligand,,kd,8.517193191416238
14564,5dy7,1.69,2016,protein-ligand,,kd,8.517193191416238
14565,5dya,1.65,2016,protein-ligand,,kd,8.517193191416238
14566,5em3,1.4,2016,protein-ligand,,kd,8.517193191416238
14567,5eva,1.45,2016,protein-ligand,,kd,8.517193191416238
14568,5ewd,1.58,2016,protein-ligand,,kd,8.517193191416238
14569,5hn0,2.05,2016,protein-ligand,,kd,8.517193191416238
14570,5ele,1.6,2016,protein-ligand,,kd,3.506557897319982
14571,5fsm,1.67,2016,protein-ligand,,kd,10.126631103850338
14572,5ivf,1.68,2016,protein-ligand,,kd,10.126631103850338
14573,5ir1,2.48,2016,protein-ligand,,kd,12.129111604394046
14574,5e3g,1.65,2016,protein-ligand,,kd,9.903487552536129
14575,5euk,2.5,2016,protein-ligand,,kd,9.903487552536129
14576,5f88,2.48,2016,protein-ligand,,kd,9.903487552536129
14577,5i2i,2.55,2016,protein-ligand,,kd,9.903487552536129
14578,5ivz,2.48,2016,protein-ligand,,kd,9.903487552536129
14579,5g42,1.72,2016,protein-ligand,,kd,5.298317366548036
14580,5iv2,2.48,2016,protein-ligand,,kd,11.736069016284437
14581,5f67,1.76,2016,protein-ligand,,kd,15.85573138649083
14582,5im3,2.3,2016,protein-ligand,,kd,13.41004544985611
14583,5jer,2.91,2016,protein-ligand,,kd,8.517193191416238
14584,5dtm,2.2,2016,protein-ligand,,kd,9.903487552536129
14585,5iis,2.1,2016,protein-ligand,,ki,20.72326583694641
14586,5ew9,2.18,2016,protein-ligand,,ki,25.328436022934504
14587,4zy1,2.5,2016,protein-ligand,,ki,18.7491848109244
14588,4zy0,2.2,2016,protein-ligand,,ki,18.514991423423606
14589,4zyq,2.6,2016,protein-ligand,,ki,18.451139951437074
14590,4ydg,3.25,2016,protein-ligand,,ki,18.0152156358442
14591,5hz6,1.14,2016,protein-ligand,7.8,ki,17.95067711470663
14592,5edc,1.29,2016,protein-ligand,7.66,ki,17.632223383588094
14593,5hct,1.36,2016,protein-ligand,7.6,ki,17.48851666292192
14594,4zw3,1.8,2016,protein-ligand,,ki,17.42742897094208
14595,5d48,1.81,2016,protein-ligand,7.52,ki,17.322068455284256
14596,4zx9,2.6,2016,protein-ligand,,ki,17.0096937702421
14597,5diu,1.3,2016,protein-ligand,,ki,16.96206572125285
14598,5j7p,1.85,2016,protein-ligand,,ki,16.772022118364983
14599,5b25,1.9,2016,protein-ligand,10.24,ki,23.57057810538213
14600,4zy2,2.1,2016,protein-ligand,,ki,16.62892127472431
14601,4zx3,2.0,2016,protein-ligand,7.19,ki,16.548878567050775
14602,5l2z,1.79,2016,protein-ligand,,ki,23.536676553706446
14603,4zx4,1.9,2016,protein-ligand,7.11,ki,16.36655701025682
14604,4zx8,2.7,2016,protein-ligand,,ki,16.34123920227253
14605,5k0h,2.2,2016,protein-ligand,7.09,ki,16.328816682273974
14606,5a9u,1.6,2016,protein-ligand,,ki,23.248994481254666
14607,5hz9,2.3,2016,protein-ligand,7.03,ki,16.190666343793154
14608,5d47,1.7,2016,protein-ligand,7.0,ki,16.11809565095832
14609,5d45,1.65,2016,protein-ligand,6.92,ki,15.935774094164366
14610,5l2y,1.82,2016,protein-ligand,,ki,22.689378693319245
14611,5div,1.65,2016,protein-ligand,,ki,15.781623414337107
14612,5lxb,2.34,2016,protein-ligand,,ki,22.495222678878285
14613,5ayt,1.4,2016,protein-ligand,6.77,ki,15.58746739989615
14614,5edb,1.18,2016,protein-ligand,7.0,ki,16.11809565095832
14615,5fho,2.3,2016,protein-ligand,6.67,ki,15.361973671236987
14616,4ufd,1.43,2016,protein-ligand,,ki,22.283913585211078
14617,5dh5,2.0,2016,protein-ligand,9.64,ki,22.192941807005354
14618,5l7e,1.86,2016,protein-ligand,6.6,ki,15.201804919084164
14619,5ew0,1.3,2016,protein-ligand,6.59,ki,15.162584205930884
14620,5dxt,2.25,2016,protein-ligand,9.7,ki,22.33270374938051
14621,5sz4,1.6,2016,protein-ligand,9.7,ki,22.33270374938051
14622,5sz7,1.78,2016,protein-ligand,9.7,ki,22.33270374938051
14623,5kr1,1.6,2016,protein-ligand,9.49,ki,21.862700120134775
14624,5iwg,1.66,2016,protein-ligand,6.46,ki,14.876827061888687
14625,5cgv,2.17,2016,protein-ligand,,ki,14.894320219336205
14626,5iub,2.1,2016,protein-ligand,,ki,21.77308796144509
14627,5fdr,2.6,2016,protein-ligand,,ki,21.74491708447839
14628,5aaa,1.73,2016,protein-ligand,,ki,21.69084986320812
14629,5jfp,1.49,2016,protein-ligand,9.32,ki,21.45723501202661
14630,5hz8,1.12,2016,protein-ligand,6.4,ki,14.73180128983843
14631,5ix0,1.72,2016,protein-ligand,6.28,ki,14.471361953780523
14632,5kqy,1.65,2016,protein-ligand,9.29,ki,21.396610390210178
14633,5iu4,1.72,2016,protein-ligand,,ki,21.35814410938238
14634,4zj8,2.75,2016,protein-ligand,,ki,21.321102837702032
14635,5dhu,2.33,2016,protein-ligand,6.3,ki,14.508657738524219
14636,4zx5,1.95,2016,protein-ligand,,ki,14.261797660592693
14637,5eei,1.32,2016,protein-ligand,9.22,ki,21.234091460712403
14638,5kr0,1.8,2016,protein-ligand,9.15,ki,21.065756145893186
14639,5l30,1.73,2016,protein-ligand,9.14,ki,21.051769903918448
14640,5cr7,2.9,2016,protein-ligand,,ki,7.143477612503207
14641,5aab,2.2,2016,protein-ligand,,ki,20.851099208456297
14642,5trf,2.1,2016,protein-ligand,,ki,20.851099208456297
14643,5eek,1.59,2016,protein-ligand,9.1,ki,20.94640938826062
14644,5sz0,1.63,2016,protein-ligand,9.1,ki,20.94640938826062
14645,5l7f,1.8,2016,protein-ligand,,ki,20.82862635260424
14646,5e2s,1.5,2016,protein-ligand,9.01,ki,20.74346854426393
14647,4uja,1.93,2016,protein-ligand,9.05,ki,20.82862635260424
14648,4zjc,2.83,2016,protein-ligand,,ki,20.627955657142085
14649,5een,1.86,2016,protein-ligand,8.96,ki,20.627955657142085
14650,5iu7,1.9,2016,protein-ligand,,ki,20.627955657142085
14651,4zw8,2.0,2016,protein-ligand,5.96,ki,13.72020037815995
14652,5fhn,1.6,2016,protein-ligand,5.9,ki,13.576493657493774
14653,5hcy,2.46,2016,protein-ligand,8.92,ki,20.540944280152456
14654,5sz1,1.55,2016,protein-ligand,8.92,ki,20.540944280152456
14655,5aac,1.7,2016,protein-ligand,,ki,20.46090157247892
14656,5ef8,2.6,2016,protein-ligand,,ki,20.3867936003252
14657,5hj9,1.28,2016,protein-ligand,,ki,13.479038321343062
14658,5iua,2.2,2016,protein-ligand,,ki,20.317800728838247
14659,5kby,2.24,2016,protein-ligand,8.82,ki,20.317800728838247
14660,5d2r,1.9,2016,protein-ligand,5.82,ki,13.41004544985611
14661,5k13,1.85,2016,protein-ligand,,ki,20.135479172044292
14662,5jg1,1.16,2016,protein-ligand,8.72,ki,20.081411950774015
14663,4zw6,1.9,2016,protein-ligand,5.72,ki,13.17365667179188
14664,4zyu,1.95,2016,protein-ligand,,ki,13.750659585644657
14665,4ujb,1.95,2016,protein-ligand,8.0,ki,18.420680743952367
14666,5evb,1.84,2016,protein-ligand,5.0,ki,11.512925464970229
14667,5evd,1.8,2016,protein-ligand,5.0,ki,11.512925464970229
14668,5f5b,2.3,2016,protein-ligand,,ki,9.088122739251933
14669,4uff,1.55,2016,protein-ligand,,ki,18.32537056414804
14670,4yv8,2.0,2016,protein-ligand,,ki,18.32537056414804
14671,5e28,1.3,2016,protein-ligand,7.91,ki,18.213666574568038
14672,5jy3,2.4,2016,protein-ligand,7.92,ki,18.238359187158412
14673,5drq,1.63,2016,protein-ligand,,ki,18.238359187158412
14674,5evk,1.63,2016,protein-ligand,4.92,ki,11.330603908176274
14675,5j5r,1.6,2016,protein-ligand,,ki,15.85573138649083
14676,5jf2,2.0,2016,protein-ligand,,ki,18.158316479484874
14677,5kyj,2.8,2016,protein-ligand,,ki,18.158316479484874
14678,5j7w,2.5,2016,protein-ligand,4.89,ki,11.250561200502737
14679,5f1v,2.2,2016,protein-ligand,6.85,ki,15.781623414337107
14680,5dhp,2.27,2016,protein-ligand,,ki,8.87386813535497
14681,5jf8,1.8,2016,protein-ligand,,ki,13.459235694046882
14682,5elw,1.4,2016,protein-ligand,7.85,ki,18.08420850733115
14683,5hi7,2.15,2016,protein-ligand,7.85,ki,18.08420850733115
14684,5k51,2.96,2016,protein-ligand,,ki,11.055500617931353
14685,5hdv,1.71,2016,protein-ligand,,ki,18.0152156358442
14686,5ayf,2.01,2016,protein-ligand,,ki,11.107460356862065
14687,5ewa,2.3,2016,protein-ligand,4.82,ki,11.107460356862065
14688,5j9z,2.5,2016,protein-ligand,,ki,17.95067711470663
14689,5l7g,2.01,2016,protein-ligand,7.8,ki,17.95067711470663
14690,4ycn,3.5,2016,protein-ligand,,ki,17.890052492890195
14691,4zyt,1.7,2016,protein-ligand,,ki,17.890052492890195
14692,5kxi,3.94,2016,protein-ligand,,ki,17.821844242863662
14693,5fdi,1.85,2016,protein-ligand,7.73,ki,17.805495104862132
14694,5iu8,2.0,2016,protein-ligand,,ki,17.832894079050245
14695,5j41,1.19,2016,protein-ligand,3.7,ki,8.522205733239781
14696,4ycm,3.2,2016,protein-ligand,,ki,17.778826857779972
14697,4zw7,1.95,2016,protein-ligand,4.72,ki,10.871071578797833
14698,5dxh,3.0,2016,protein-ligand,,ki,20.72326583694641
14699,5ef7,1.9,2016,protein-ligand,9.0,ki,20.72326583694641
14700,5hdu,1.58,2016,protein-ligand,,ki,20.72326583694641
14701,5dht,2.59,2016,protein-ligand,,ki,13.815510557964274
14702,5cj6,2.07,2016,protein-ligand,8.69,ki,20.015230043892714
14703,5sz2,1.63,2016,protein-ligand,8.7,ki,20.030118656386467
14704,5edu,2.79,2016,protein-ligand,,ki,19.93480847658214
14705,5hu1,1.5,2016,protein-ligand,,ki,19.93480847658214
14706,5ehn,2.6,2016,protein-ligand,,ki,19.890356714011308
14707,5foo,2.1,2016,protein-ligand,,ki,6.032286541628237
14708,5htz,1.95,2016,protein-ligand,8.62,ki,19.847797099592512
14709,5sz3,1.69,2016,protein-ligand,8.6,ki,19.806975105072254
14710,5hk2,3.2,2016,protein-ligand,,ki,19.767754391918974
14711,5d75,1.83,2016,protein-ligand,,ki,15.424948470398375
14712,5he4,1.53,2016,protein-ligand,,ki,17.72753356339242
14713,5sz5,1.27,2016,protein-ligand,7.7,ki,17.72753356339242
14714,5jsq,1.5,2016,protein-ligand,4.67,ki,10.756803485248895
14715,5eg4,1.32,2016,protein-ligand,,ki,17.678743399222988
14716,5dex,2.4,2016,protein-ligand,7.65,ki,17.60531593066817
14717,4zyv,2.05,2016,protein-ligand,,ki,17.632223383588094
14718,5dfp,2.2,2016,protein-ligand,7.66,ki,17.632223383588094
14719,5kz0,2.3,2016,protein-ligand,7.66,ki,17.632223383588094
14720,5fkj,3.13,2016,protein-ligand,,ki,17.632223383588094
14721,5el9,1.1,2016,protein-ligand,7.64,ki,17.58777162101726
14722,5eie,2.1,2016,protein-ligand,,ki,17.58777162101726
14723,5exn,1.49,2016,protein-ligand,7.64,ki,17.58777162101726
14724,5dhr,2.31,2016,protein-ligand,,ki,10.680016342035124
14725,5j7q,2.05,2016,protein-ligand,4.58,ki,10.534599342176621
14726,5dro,2.01,2016,protein-ligand,,ki,17.46516929892493
14727,5sym,1.55,2016,protein-ligand,6.55,ki,15.088476233777161
14728,4uj9,1.87,2016,protein-ligand,,ki,20.030118656386467
14729,5hcv,2.5,2016,protein-ligand,8.7,ki,20.030118656386467
14730,5hg5,1.52,2016,protein-ligand,,ki,20.030118656386467
14731,5dhq,2.29,2016,protein-ligand,,ki,13.122363377404328
14732,5ij7,2.62,2016,protein-ligand,,ki,19.591863725455312
14733,5fl1,1.95,2016,protein-ligand,,ki,19.56011502714073
14734,5kr2,1.78,2016,protein-ligand,8.48,ki,19.529343368473977
14735,5drr,1.59,2016,protein-ligand,11.46,ki,19.470502868451042
14736,5kqx,2.4,2016,protein-ligand,8.44,ki,19.442331991484348
14737,5dey,2.1,2016,protein-ligand,8.43,ki,19.41493301729623
14738,5exl,2.3,2016,protein-ligand,8.43,ki,19.41493301729623
14739,4uj1,1.77,2016,protein-ligand,6.52,ki,15.01948336229021
14740,5he5,1.55,2016,protein-ligand,,ki,14.906154676983206
14741,5ehq,2.5,2016,protein-ligand,10.48,ki,17.22675827547993
14742,5fdc,1.75,2016,protein-ligand,7.46,ki,17.17364845016598
14743,5efj,1.73,2016,protein-ligand,6.46,ki,14.865332682462952
14744,5fl0,1.95,2016,protein-ligand,,ki,14.865332682462952
14745,5hg9,2.15,2016,protein-ligand,,ki,17.167917775457
14746,5fdo,2.8,2016,protein-ligand,,ki,14.83438787861353
14747,4zw5,1.8,2016,protein-ligand,4.43,ki,10.20459264532005
14748,5jf3,1.6,2016,protein-ligand,,ki,17.085679677220025
14749,5hg8,1.42,2016,protein-ligand,,ki,19.624653548278303
14750,5i4v,2.61,2016,protein-ligand,,ki,19.624653548278303
14751,5hcx,2.6,2016,protein-ligand,,ki,19.31227886323615
14752,5efb,2.54,2016,protein-ligand,,ki,19.264650814246895
14753,5hk1,2.51,2016,protein-ligand,,ki,19.264650814246895
14754,5cdh,2.0,2016,protein-ligand,,ki,12.356895535264757
14755,5ime,2.22,2016,protein-ligand,8.34,ki,19.19720953345136
14756,5fky,1.8,2016,protein-ligand,,ki,19.175703328230398
14757,5eef,2.15,2016,protein-ligand,,ki,19.154649919032565
14758,5g53,3.4,2016,protein-ligand,,ki,14.659480628258803
14759,5dqc,2.47,2016,protein-ligand,7.34,ki,16.90335812042607
14760,5hdz,1.49,2016,protein-ligand,,ki,16.916603347176093
14761,5hdx,1.6,2016,protein-ligand,,ki,16.85206482603852
14762,5dxu,2.64,2016,protein-ligand,,ki,19.33697147582652
14763,5hd0,1.65,2016,protein-ligand,,ki,19.33697147582652
14764,5hg7,1.85,2016,protein-ligand,,ki,19.33697147582652
14765,5j8z,1.7,2016,protein-ligand,8.3,ki,19.11382792451231
14766,5kzq,2.8,2016,protein-ligand,,ki,19.055559016388337
14767,4zx6,2.05,2016,protein-ligand,,ki,12.129111604394046
14768,5l7h,1.84,2016,protein-ligand,7.3,ki,16.811242831518264
14769,5j4n,2.59,2016,protein-ligand,,ki,9.790158867229126
14770,5kap,2.95,2016,protein-ligand,,ki,9.744775861381306
14771,5dh4,2.2,2016,protein-ligand,7.24,ki,16.662822826399992
14772,5j9y,2.8,2016,protein-ligand,,ki,16.662822826399992
14773,5hu0,1.83,2016,protein-ligand,,ki,14.334704431400782
14774,5j9f,2.1,2016,protein-ligand,,ki,16.64572839304069
14775,5he7,1.71,2016,protein-ligand,,ki,19.11382792451231
14776,5kdr,2.6,2016,protein-ligand,,ki,19.11382792451231
14777,5khm,1.48,2016,protein-ligand,8.3,ki,19.11382792451231
14778,5fto,2.22,2016,protein-ligand,8.21,ki,18.898716544895365
14779,5exm,2.09,2016,protein-ligand,8.2,ki,18.882716203548924
14780,5f91,2.0,2016,protein-ligand,,ki,11.974960924566787
14781,5aa9,1.93,2016,protein-ligand,8.19,ki,18.866967846580785
14782,5jf6,1.7,2016,protein-ligand,,ki,16.596131451901318
14783,5jf5,1.8,2016,protein-ligand,,ki,16.580131110554877
14784,5fcz,2.45,2016,protein-ligand,4.2,ki,9.672375831572742
14785,5jf1,2.0,2016,protein-ligand,,ki,16.564382753586738
14786,5jf4,2.4,2016,protein-ligand,,ki,16.548878567050775
14787,5etj,2.3,2016,protein-ligand,10.18,ki,16.533611094919987
14788,5m1z,2.0,2016,protein-ligand,,ki,9.625855815937848
14789,4zyz,1.6,2016,protein-ligand,,ki,16.518573217555446
14790,4zyw,2.05,2016,protein-ligand,,ki,16.503758131770304
14791,5kya,2.6,2016,protein-ligand,,ki,18.931506367718356
14792,5dhs,2.62,2016,protein-ligand,,ki,12.02375108873622
14793,5ev8,2.3,2016,protein-ligand,5.22,ki,12.02375108873622
14794,4ydf,2.8,2016,protein-ligand,,ki,11.748647798491298
14795,5kam,2.48,2016,protein-ligand,,ki,9.467816602370897
14796,4ufe,1.59,2016,protein-ligand,,ki,18.7773556878911
14797,4ufg,1.65,2016,protein-ligand,,ki,18.7773556878911
14798,4zyx,1.65,2016,protein-ligand,,ki,18.7773556878911
14799,5jxq,1.2,2016,protein-ligand,8.15,ki,18.7773556878911
14800,5fhm,1.55,2016,protein-ligand,5.09,ki,11.717492630711503
14801,5jfu,1.7,2016,protein-ligand,8.07,ki,18.58319967345014
14802,5aa8,1.86,2016,protein-ligand,,ki,18.571503633686948
14803,5efh,2.16,2016,protein-ligand,6.1,ki,14.038654109278484
14804,4uj2,2.02,2016,protein-ligand,7.1,ki,16.34123920227253
14805,5a6h,1.57,2016,protein-ligand,,ki,16.245929022468204
14806,5e2k,1.4,2016,protein-ligand,8.03,ki,18.4932514367872
14807,5jf7,2.1,2016,protein-ligand,,ki,13.910920742768932
14808,4zz0,1.65,2016,protein-ligand,,ki,16.12814598681182
14809,5sz6,1.15,2016,protein-ligand,7.0,ki,16.12814598681182
14810,4zyy,1.85,2016,protein-ligand,,ki,18.526041259610192
14811,5d4a,1.7,2016,protein-ligand,,ki,13.479038321343062
14812,5nhf,2.14,2017,protein-ligand,,ic50,21.862700120134775
14813,5nhl,2.07,2017,protein-ligand,,ic50,21.927238641272346
14814,5nho,2.24,2017,protein-ligand,,ic50,21.927238641272346
14815,5nhh,1.94,2017,protein-ligand,,ic50,20.601048204222163
14816,5ls6,3.47,2017,protein-ligand,,ic50,20.72326583694641
14817,5uac,3.8,2017,protein-ligand,,ic50,19.11382792451231
14818,5mmn,1.9,2017,protein-ligand,,ic50,15.424948470398375
14819,5tqu,2.6,2017,protein-ligand,,ic50,17.50439001207821
14820,5mw2,2.35,2017,protein-ligand,,ic50,19.624653548278303
14821,5j58,2.8,2017,protein-ligand,,ic50,16.811242831518264
14822,5j59,2.4,2017,protein-ligand,,ic50,16.811242831518264
14823,5v49,2.3,2017,protein-ligand,,ic50,16.811242831518264
14824,6b8u,2.68,2017,protein-ligand,,ic50,22.33270374938051
14825,5uyu,1.9,2017,protein-ligand,,ic50,21.894448818449355
14826,5u9d,1.33,2017,protein-ligand,,ic50,21.321102837702032
14827,5tza,1.7,2017,protein-ligand,,ic50,20.72326583694641
14828,6bfa,2.8,2017,protein-ligand,,ic50,20.72326583694641
14829,5nhv,2.0,2017,protein-ligand,,ic50,19.69364641976525
14830,5u00,1.41,2017,protein-ligand,,ic50,20.030118656386467
14831,5vgo,1.62,2017,protein-ligand,,ic50,20.030118656386467
14832,5nhj,2.12,2017,protein-ligand,,ic50,19.03686688337618
14833,5k76,2.74,2017,protein-ligand,,ic50,19.11382792451231
14834,5xs2,2.04,2017,protein-ligand,,ic50,19.11382792451231
14835,6b4w,2.9,2017,protein-ligand,,ic50,19.11382792451231
14836,6b8j,2.6,2017,protein-ligand,,ic50,19.11382792451231
14837,6bfd,1.62,2017,protein-ligand,,ic50,19.11382792451231
14838,5nob,1.85,2017,protein-ligand,,ic50,18.882716203548924
14839,5nb7,1.33,2017,protein-ligand,,ic50,18.931506367718356
14840,5q0m,2.2,2017,protein-ligand,,ic50,18.656403077473435
14841,5q1c,2.3,2017,protein-ligand,,ic50,18.595034131097144
14842,5q0n,2.4,2017,protein-ligand,,ic50,18.55994281128587
14843,5q15,1.9,2017,protein-ligand,,ic50,18.537214560208316
14844,5tzc,2.36,2017,protein-ligand,,ic50,18.643824295266576
14845,5w5o,2.89,2017,protein-ligand,,ic50,18.643824295266576
14846,5wg3,2.9,2017,protein-ligand,,ic50,18.643824295266576
14847,5q1a,2.0,2017,protein-ligand,,ic50,18.46150273847262
14848,5trs,3.08,2017,protein-ligand,,ic50,18.420680743952367
14849,5o83,2.9,2017,protein-ligand,,ic50,18.32537056414804
14850,5q16,2.0,2017,protein-ligand,,ic50,18.12057615150203
14851,5tzz,1.6,2017,protein-ligand,,ic50,18.08420850733115
14852,5trg,2.8,2017,protein-ligand,,ic50,18.0152156358442
